x,y,z
373.4776576731365,270.6064776609597,c
357.51770129610344,319.10161636287313,c
405.3453319344099,358.6219605832363,c
463.77028534489415,287.49817474135125,c
376.57209730453843,272.19986855545477,c
432.41731065646513,333.4428816844494,c
343.3799612837131,285.1525638651461,c
386.840104650982,311.9699707003897,c
358.13379150031756,278.56709186554815,c
389.3636945784091,299.80244797965236,c
332.85925565438663,285.0184393724692,c
375.30055462865107,312.36627399351516,c
330.9820240494571,315.288972313514,c
376.2841341041034,296.5320486282341,c
430.02240110448463,297.1664657492237,c
405.7802771980068,311.87074899309243,c
376.4618550980073,331.52416764218015,c
361.37400992445305,271.78772873568266,c
345.82979769262226,293.9598910908349,c
356.59838103942764,261.2393904730495,c
362.61094446303986,281.2243486388111,c
365.8131114958055,218.1682394471312,c
346.2940079911552,276.0563188797464,c
328.665568261848,294.0769209972341,c
376.8755104532656,298.1356453575304,c
367.75260129827745,322.1049924792096,c
346.81519191164244,317.1564721664809,c
347.2644486551264,282.73215984740347,c
372.66233424907534,287.1648678502288,c
357.32769720214526,326.2370039433797,c
375.4123692696609,215.63274317523997,c
323.48988611746654,294.3431529167777,c
376.9114412608935,273.12468998916677,c
332.858555114692,324.6832455508887,c
325.7822598351552,250.95738140253317,c
330.81039292261204,257.07694222463897,c
364.99089204657685,324.8207394787843,c
364.1516210114457,305.63093958085267,c
336.0133337895699,317.3187879910835,c
340.9610552169504,374.0392303677168,c
405.0723298964541,242.9950647423875,c
390.8704168265955,290.4525158623966,c
416.0182386265951,312.0185644670554,c
387.3029425001048,281.4515284680674,c
383.17528672179753,303.42806646233123,c
380.282738071902,313.1509918967927,c
369.6772226940078,298.2537669270676,c
346.858815488616,290.77833574098656,c
317.18980360966424,295.40181949232124,c
329.454184009367,291.94953279431365,c
346.2130435314013,272.4720281676921,c
311.6782060268208,305.1245529894586,c
370.9133849635044,313.07972866560146,c
395.495842543888,287.11977878899154,c
369.8636744838188,285.0058841417526,c
376.2595280190972,309.2626857286731,c
457.1838172741153,277.28476899160194,c
415.85514059474673,289.2122334653476,c
376.8973722614143,260.109042743862,c
389.172409405852,278.5772013872105,c
393.76613618818726,250.95095682981136,c
331.6067928478195,251.98067323881324,c
341.9303493782191,278.8486197720751,c
374.86083453805736,286.04254685676176,c
380.32461841481967,256.4742329492915,c
377.83664997407317,245.99558356651485,c
398.5156801368288,249.48227164890073,c
375.85241115863624,306.501839368884,c
473.75740591159285,283.8734975043417,c
394.7148918861251,264.6691620791218,c
409.02764399648055,279.7968312688645,c
420.4337953122175,283.77217717446456,c
349.61443794425304,254.03990462361892,c
351.08596047907986,275.8214655273615,c
353.75554910876366,322.11242764867256,c
371.0689355615228,257.60017431899996,c
358.6861334234609,283.0138990825735,c
359.89422495792405,300.3589574143883,c
381.8349155038649,292.63939502756926,c
288.7864205927102,237.47123386864394,c
341.8935209949088,318.8733077047184,c
341.3549786397002,269.6864942069526,c
329.68751941581786,286.4589426472426,c
319.7512134833963,279.5839676360064,c
341.9114803622074,274.08536603373017,c
390.33190867952317,310.6408739227033,c
329.9235700702673,287.09264887962524,c
363.13753764576165,244.0141550120107,c
338.1575068559241,301.15074787209,c
326.7384849011877,285.9484213670405,c
329.7386561901305,266.70545079307556,c
377.917647705816,277.8474962999669,c
360.4479292253769,274.9653011218653,c
294.34506946340235,251.0095161122285,c
386.7384432766499,232.56241659515325,c
365.4414731791462,255.807593835145,c
377.9404286725155,301.62518525386884,c
389.82670985501636,285.0920397041858,c
338.7053096552473,281.15070519590046,c
349.1426027778646,237.4696142895512,c
427.7339073605724,322.0448962029096,c
356.7123955339792,284.01006569351364,c
369.98038177559573,360.7226099882057,c
386.9071452598378,326.2839272152735,c
357.51849209879896,359.0290846517828,c
355.73875932388233,289.94997109186073,c
384.0610841731488,319.02629319604915,c
373.88448810550204,344.0407340916988,c
397.53712258330125,293.98171036456154,c
407.1359716659568,284.9190981617114,c
370.9715086890953,311.96840672800374,c
403.62483026947547,258.6726303531574,c
378.50285184805944,226.05952527055763,c
447.13896048213496,210.56076787387872,c
417.24597725495323,267.6460993537963,c
392.95665125208785,246.189290797627,c
386.78273592089846,236.25284955547215,c
423.9339724618124,282.9552115008979,c
421.6675073133486,252.20409925200585,c
390.27349834036477,326.95985060765594,c
415.14590877586716,290.89230723918735,c
398.00132313167506,333.4547817723206,c
400.7053786787537,309.01933315854967,c
393.9399747494373,292.16730094040304,c
383.38062224080585,289.1580494111978,c
366.0497115524971,295.6658160285248,c
371.74067959667974,299.16694610072614,c
392.78199277600635,311.16131164582,c
363.7308748340563,227.90327421031833,c
375.43733895332826,268.05369976777445,c
395.0809681325118,302.30180065001315,c
380.69765104069484,268.7772622258068,c
400.3992566003932,312.89852381450146,c
372.1458190493322,322.9076507646539,c
364.22653324543614,299.79265681815684,c
336.57777799583346,305.50244344217106,c
370.6207808827755,315.7196994540062,c
345.4653385742347,278.25619851325644,c
366.13520593360914,321.1312484606317,c
401.1198161636126,287.3940292226672,c
356.0562555892913,290.04484457010005,c
352.5962452900684,267.8128792934882,c
355.2017543123921,256.42464272615354,c
392.3449997290785,271.3033079147384,c
363.4902704313439,277.14793571619225,c
360.48685211676724,247.40588003033093,c
375.1387030738515,288.3618704746366,c
379.6042231204488,283.15051709993185,c
386.70381630920656,320.75880428337814,c
377.92536623177256,321.52935366146494,c
332.2887146153647,285.482177211984,c
379.7548762592934,261.4926923252386,c
352.4444393169337,265.90795908082833,c
365.0929434362616,281.50766156696176,c
381.80584003276994,317.36832826037545,c
336.07077730953137,235.97958993393718,c
355.6458480245257,220.0866855832752,c
356.4530097840799,314.8580006735315,c
399.02003900515206,323.75423822903076,c
369.10523536166033,344.7052861670859,c
376.02923700465516,301.59359611723846,c
316.9650107714347,338.61780709338404,c
315.0390408248719,266.16387866277967,c
350.2275943512299,298.8256471177085,c
313.8782279653502,320.99053011917385,c
388.6331669476092,297.38598690816065,c
449.20816984949295,296.2316286227755,c
480.0702436255722,311.9303937020397,c
469.2872012441126,283.35487241587975,c
486.15778936327985,284.699853615258,c
491.55380831899026,271.12326929827486,c
514.7687311606353,303.81347637330146,c
503.557311117492,310.2384865018404,c
515.992745968123,255.7475090297741,c
404.0313427460132,342.0728581921418,c
393.08548174637895,279.5903246078466,c
276.7421212849118,286.7824462124148,c
298.8236112343426,325.1198234860353,c
291.1543990225899,308.8846031046537,c
306.7253925515057,319.5422056991445,c
318.69081422298115,315.29610044298227,c
343.54318612507063,308.3370045168474,c
441.4601830137412,300.27170214723463,c
432.28744631993203,281.8893325536088,c
343.6364200077774,287.31404090341294,c
356.3766414184913,340.35486346215055,c
378.40287483233897,295.1238262052963,c
308.4428842713488,245.70455163192028,c
320.1396762081801,264.29585983956764,c
336.9028193541685,275.0966211429052,c
304.15680445646217,231.88197306010574,c
346.03377633306906,322.96742552702733,c
346.90975430166634,332.3592771300781,c
358.45945690483757,281.27383282718404,c
352.519657663955,268.9350727990391,c
372.6249972727377,284.95731787696315,c
444.48787326964805,283.9012582967824,c
384.18399612923093,336.0565690184404,c
359.02110157773456,269.9699457136336,c
323.54374404115305,261.5722222353778,c
350.7311019824675,250.81407069810172,c
268.0256762353018,253.9751798191116,c
305.6624954625414,259.1293832192223,c
331.66715497010927,279.05003712465873,c
347.4978050197194,271.83193749545285,c
387.8882017344926,308.309401653662,c
390.5948084793297,285.20228513987587,c
404.4090153797938,285.691220818764,c
355.0502413375874,280.7394782741302,c
309.4246025520856,303.4520408110389,c
371.99899468544646,278.6937027717285,c
288.4887165969542,275.5588490999223,c
333.6839451477357,313.81553687388976,c
327.18049625574986,235.2907277883375,c
315.97950668884266,274.48186794347305,c
358.2299062274029,307.33904983883735,c
306.4999997518924,275.74641681339466,c
359.0619966690557,276.1488320011016,c
411.228414405892,303.9499643944501,c
343.12824278640846,213.91240919247207,c
377.15200473852747,295.0221728978869,c
387.7212884205542,276.11701963445466,c
333.451743582909,265.0844527224287,c
339.57080348503507,250.40954077704282,c
318.5865607984571,277.2141284443736,c
317.41292060725084,315.3228518707441,c
380.1825349579129,270.368387248657,c
347.4580421117316,245.3710425762879,c
415.9134569447986,309.48485588390406,c
429.1261379998527,309.2837644319655,c
411.667740052506,300.81340859737566,c
414.7590738056295,298.89556315866866,c
353.5487373641497,254.97842330234639,c
344.9150428579785,284.5934264788842,c
330.2941872786239,256.223456167854,c
221.0965599656741,283.84510704689836,c
226.86137599025943,285.08742411598746,c
267.42051236585814,292.74333249837895,c
237.20567301042308,284.27189020473725,c
272.7513339523936,290.7602936724237,c
273.9577025743662,290.9495175179809,c
298.56110928520417,287.98653365345274,c
278.2391476100044,253.87582939154788,c
272.431804830544,285.8029864995899,c
256.7053554348439,234.8528009066407,c
223.0397247492607,273.17436968921163,c
218.711792370853,266.16025112261354,c
179.53237765693027,220.10215971566657,c
94.81138585511998,215.3195271344561,c
166.6860809010089,259.28916939722075,c
199.39533931652701,242.7229998139985,c
185.55253845593398,231.76581707989243,c
241.83723807038803,246.52152383193405,c
308.49376771559156,257.691773420803,c
304.8279943594211,253.43440967783073,c
325.6117027826761,248.6109932211348,c
355.78287309875844,232.99687054110814,c
302.1486147348531,252.40122267173956,c
341.16767133598785,339.9254460496995,c
308.76875158589894,238.48036032288263,c
316.8783100462279,301.9324207633557,c
281.5782661951722,283.3850092659094,c
242.48601290926314,275.4277860878914,c
269.0678747324748,277.34504590157195,c
204.04142758769058,245.31293355615574,c
258.4885888818456,339.1206682194105,c
282.15289334171825,305.44060867483006,c
304.89987117469803,271.2699131774068,c
270.0915754373933,289.8543729903733,c
299.4496053913966,255.34075289765886,c
336.51403592903944,267.18694385965694,c
284.27644313709015,227.62228851404046,c
23.282487632821898,281.68231863971414,a
66.95013074852606,253.68594867010884,a
135.31624489710748,293.8627101731836,a
89.52732436421525,281.8732679764496,a
144.759888690634,311.1453904717939,a
201.27769379046615,266.5068316272592,a
226.28853059788779,306.4297492516284,a
248.89639350507298,265.0349655837149,a
254.58976069766544,268.19936674155815,a
257.21761701471837,348.6442228608938,a
261.1034248003802,318.395168305757,a
254.49468156669278,311.03733254489805,a
270.16972891339725,308.0237540121975,a
277.759883410177,295.06606783818916,a
263.00907578505087,322.93127410666017,a
299.58013498044886,274.56499586029827,a
267.6507275735023,266.04837786585836,a
308.6419999747666,295.83869313834975,a
283.9133890860238,236.23961467888347,a
305.8118889788103,296.7537572617797,a
379.57346704187626,249.33185904220744,a
304.56373901412167,302.31594741419724,a
348.0108820477834,285.57027938273535,a
370.50258277379606,262.98686571769827,a
399.74810312214674,282.42805614348225,a
373.46818952912065,257.1266973001598,a
371.06434891127407,292.85485059799794,a
364.50936601127023,262.0165460742813,a
438.26668812221516,235.10147508142398,a
380.8156036400563,297.1900427694111,a
385.8473386025017,244.7518281671994,a
452.7700217365952,304.612407702589,a
358.02012053196523,312.82827069485523,a
354.683228900084,274.34912137134313,a
294.9162743428337,270.8832504879992,a
325.5706379753586,293.341967377261,a
221.88937972375305,321.19498384612587,a
219.0882998113728,247.92320323119594,a
224.91523370837496,255.52140176294867,a
235.00880315213107,273.38585256560106,a
256.7986152366608,255.72363299941404,a
227.94110021015445,265.6367047723113,a
175.34762922907083,275.5016818489994,a
170.47530159813712,263.4960298779895,a
166.93913313152657,291.20303335095537,a
180.53454954133565,232.7655048879882,a
134.07795604957954,273.66005856397453,a
175.13304764526586,304.83758223419204,a
141.64429283075927,284.493900085664,a
123.83447557078827,250.7951212612554,a
154.3270432186277,293.21863804428403,a
184.17262145308604,253.5222468703204,a
112.83436233031719,325.7130188942674,a
155.47167051034762,281.9184412094677,a
123.48512808244314,312.1247672869184,a
86.53994886691376,268.7632902193699,a
103.91633591551465,263.6761566313672,a
100.54989515975221,269.13147703772984,a
116.60473928245486,208.37510486562326,a
106.78843453916237,291.9887802074722,a
150.61632378456474,273.5758052642684,a
181.9244724072733,302.77057597584275,a
203.6964354865967,302.11091759020474,a
257.532377949035,308.9824856006949,a
336.26415238606984,307.28083380064925,a
340.5416970228123,298.359480353237,a
313.47397920101986,319.4206822155563,a
324.8411728374387,242.6048249856443,a
399.2362025767945,301.1676672684015,a
317.2043465888245,290.38981293669383,a
359.8791042643748,303.87944995453904,a
353.2203597355505,316.64290765125855,a
382.35904631371096,264.8664591542725,a
370.3193750787543,293.583017514587,a
373.2863818701755,260.52416045478236,a
341.7809394497312,307.80207954163177,a
388.7380256630751,266.3158740141619,a
395.41840694986684,333.84467641618943,a
353.710149768222,258.288216111496,a
338.41718385462093,298.03226438486354,a
326.41890618442187,285.9757755818112,a
328.70831137987443,310.8180985711298,a
223.74987102806034,295.31480972654356,a
211.12430790801682,278.3075729743754,a
218.6577240225742,264.6771543926381,a
171.75980860193025,302.8714874423548,a
136.39253936064685,240.28396093984372,a
131.14708946058568,286.13762954274455,a
111.03206246042609,288.3444293413263,a
159.73189959605534,243.60202948859063,a
130.45952995632064,298.9002929651508,a
114.74469839320969,285.1655667155154,a
119.5963307145434,294.0743759698242,a
132.01073703727678,280.4635005135492,a
143.66661958669584,272.394155733642,a
79.03514616319676,277.527460727874,a
115.66595796981959,288.0224152628207,a
89.81618996972428,261.5990334673542,a
96.94151536768246,289.66564033984594,a
78.65201916943843,272.3706078501927,a
63.61979134265721,257.0212092759799,a
179.47973572226834,292.1218777495844,a
122.69808051528747,293.6129233116542,a
181.4078258806397,271.369609012925,a
218.0745751794685,304.21158833887864,a
243.45527595907038,331.26236498047996,a
329.4989878628992,287.9795950994966,a
358.1519521361084,307.070545756019,a
394.04966929758325,262.9007255910071,a
337.8085341037106,283.27861400484653,a
368.9707200788201,322.36650699318403,a
388.37425464445914,278.3668356098641,a
379.61866508440886,324.3245510632724,a
412.6034099287265,286.04306582602203,a
460.0817776041059,325.79916532253804,a
416.1487541609985,301.6899494252467,a
455.4632596703663,315.7747073175002,a
463.6664492048404,277.69998859555557,a
407.5368781087768,275.63999557096264,a
408.8629486967284,332.82988341947487,a
364.1286021486873,260.88043210188033,a
351.68450613839616,264.70175397730367,a
357.9636949366378,239.82170640733943,a
357.4186181598221,265.7439248510611,a
356.49030432327805,238.74654312092662,a
310.4971756450177,276.60610189870806,a
311.5151433183975,287.95395427719177,a
293.9687071806909,278.193596382169,a
258.4258633376024,283.72048610623887,a
234.46486564286172,240.20833521730742,a
258.37737408421367,298.5669623964475,a
257.2623643215295,299.82564106023494,a
237.9291536104339,285.82516148025604,a
223.31930443245272,300.50247253440546,a
206.17455870727193,256.9475991284561,a
188.58785962661415,323.6222540034529,a
185.86770909006597,318.39775130206993,a
203.41331180187044,266.96505669525754,a
208.33698382665818,272.47234295062714,a
175.20636544924568,261.54451827024366,a
190.6276024085927,260.0544979592197,a
165.3970550223196,233.8323537243051,a
149.8223983905809,265.6353132437574,a
141.49111512689893,262.3289360348809,a
153.44684386355505,266.30613374777636,a
127.29479900147977,274.8112028527591,a
155.75361215744687,293.76511733844103,a
126.4053678937622,269.8523735131559,a
107.13391211887307,284.68791126928306,a
75.0487529186199,302.98968611152,a
122.39469199462084,321.4420724455178,a
108.832815459542,261.6402522333024,a
97.78811792220209,259.9952299486048,a
127.51811731677823,291.5934911552837,a
116.19638637892368,308.8027202591753,a
105.27841728264318,298.2520028552624,a
91.45806597195293,274.90707488905707,a
108.58862462079867,259.09985078120064,a
92.4115092765055,236.37159862935835,a
94.26259900989905,287.7837587689047,a
113.11704539966738,276.28872092133315,a
96.91458279704833,253.6044213747102,a
136.3057477452594,280.22564294856465,a
163.68010569376816,253.33421524724648,a
215.15262538599052,297.6378570677491,a
274.03483114632985,281.2114366741604,a
236.85855779345832,284.75127660139685,a
240.88549814783102,279.54066837871085,a
240.1750854560333,300.34611132851677,a
245.76984274667092,300.8590155441131,a
257.02081986420575,287.93548236970275,a
257.816133956473,300.221179098299,a
273.75422658782014,268.9193773686692,a
269.4927299750559,261.49723763181186,a
272.0779045966353,331.2044713925615,a
253.68311974038733,212.88130381660653,a
267.8664062049507,279.0145896923617,a
222.24724167953804,280.56352605236566,a
188.4943453464854,309.8555838490251,a
174.79561260245657,264.485868857941,a
120.83998274653395,272.782857045026,a
113.68796079920423,284.5831157659335,a
93.11732760473589,308.47166038778926,a
75.86669359796281,300.81308231159096,a
115.66157428166828,315.4080854815887,a
87.81873289288224,267.73633880441116,a
139.36538371275674,284.2996172721933,a
142.8807217779685,264.4946224771726,a
184.7488245321127,303.1189358596251,a
210.90260912135852,340.6834425645962,a
237.48781773037615,305.76152991011713,a
258.35135262371784,318.40970324391776,a
237.52330558749483,306.8289075773291,a
237.85309313910972,347.35287466420175,a
187.65101082273335,304.4064476309809,a
138.73543310716119,256.38918204352274,a
157.2161728269972,259.7418654101657,a
155.56256408028185,237.24583442312917,a
162.3206284953785,291.07661601179575,a
158.2476721633277,262.3063477621755,a
162.85401531800642,269.8112194844922,a
166.73234009430894,297.9669359738574,a
188.69274536386308,262.65992774626835,a
161.03335067569049,314.1214421890781,a
174.24553637750418,272.0317051644993,a
190.8125128840428,280.34344262944103,a
125.85936060595816,284.55384393239547,a
117.24881613481156,291.3799660336928,a
138.42117146079187,313.52115933542234,a
142.522039097348,302.38905664136007,a
181.13134318751676,275.6804947375297,a
175.20681652596838,250.72323459132826,a
215.04027909513366,272.55156823744744,a
237.4782918291316,260.47013958147824,a
169.23262658009577,278.9633772674404,a
112.82855271766209,282.7967427804573,a
76.80862493556083,254.92662475536028,a
53.87090360301557,309.87439931816664,a
278.20335307988,269.75936316768673,a
207.04192905031763,283.00474305021567,a
160.17925298830605,302.76274231467494,a
151.7012938356422,279.84028384986266,a
180.86497720688544,289.30196995789925,a
157.13537246917952,297.7539509875865,a
185.1875385455894,317.3825299451812,a
204.18130999645297,264.8328686245426,a
242.8041741802293,309.32992266493784,a
220.37207635171015,302.914234360338,a
223.9607729005286,288.78785004911197,a
175.60154587421852,293.9587241884117,a
267.98585801480243,273.94985087745,a
207.04538077097854,302.8821005020055,a
174.8802967425788,291.2197290954981,a
177.54007619972793,256.35752321471773,a
197.149470581939,319.5778786870194,a
176.8591000874541,336.3108334170205,a
204.39334883254588,277.16364826584106,a
266.4199473896983,297.4724872742431,a
194.72042156115097,278.4881666902283,a
203.11325334246703,278.31991950504096,a
217.47616202213746,280.1759817858186,a
239.8323592592168,271.88884785079546,a
195.01296538850616,297.83004475266983,a
240.97223370275788,265.3569053748993,a
