x,y,z
324.9192005140642,323.8688783369918,a
277.68116010038784,280.10304649282693,a
274.74821723681714,320.3376852526129,a
215.3384513616073,322.9684758309705,a
182.50891785234148,328.31054287583333,a
241.2490821529795,321.1512940874435,a
195.35362596397022,323.68495193027866,a
250.1455132683881,331.02973905244346,a
262.97660184134753,328.5597069537624,a
316.61766190375556,330.16202708918854,a
321.72424396466283,296.79979374230015,a
440.6058760609871,344.81606803088346,a
463.544947345939,379.18359058069575,a
480.3680713139644,321.85009281207897,a
478.6970897670937,341.0578837413624,a
480.9822649271304,383.60007660475765,a
474.13949328076194,334.18139528624135,a
452.5354563931137,337.96821853017923,a
341.012213437879,337.9089488122667,a
280.029742545304,334.9566414494497,a
199.7554659571298,341.33573217470826,a
156.90168917906396,271.92742941477826,a
193.34343106467702,312.2625907792783,a
142.5034510381014,338.396120458527,a
223.3760655011465,268.1022311842066,a
181.76163670143708,383.56418175437557,a
265.36488119412553,315.7966890160336,a
342.67356213626135,352.7738815213091,a
405.5746107765009,318.9102709066812,a
413.397246157342,333.7675428883851,a
420.96363115524156,332.765823770261,a
383.45756017895326,344.7993753326141,a
385.3498555039634,304.2315907791296,a
343.7097947620467,273.7808425728282,a
279.8255660129997,338.05999077005185,a
216.4153989842605,346.87042580510115,a
228.25190255809704,317.29282946143405,a
319.27858392032886,298.9080065424263,a
295.1569866957591,352.4757353363674,a
400.323248282169,284.2347830789229,a
402.11637233853605,341.39354089895056,a
455.61528072807056,292.98537310540513,a
441.87268758391895,360.34095505241453,a
445.3468800415236,335.647486932497,a
443.2100832630839,309.3406019089796,a
299.93328016462334,311.05928498326904,a
331.00245711394024,294.298268270711,a
290.81654539096746,271.65477407497383,a
248.88024691116635,269.0283019947817,a
258.38831432193876,345.1456571452338,a
277.2892058648215,333.7363398002352,a
288.78204302550387,343.22111990256724,a
339.4901520525482,326.48741429129274,a
385.5257362558706,340.7133976692114,a
415.78095317240184,367.53599532809517,a
376.9692005586104,395.71818543333137,a
493.1052191138185,382.998157494044,a
383.53137950032635,351.7605301372439,a
325.2576700145034,330.5112292414698,a
314.19191759780216,328.70111306180564,a
251.1487605343678,374.3183252348872,a
232.2106335337771,352.9948254507675,a
285.719564911224,328.9144336332864,a
209.8110690175111,336.3582585713468,a
321.6866309820453,335.272783921378,a
331.81642522794334,377.7837046258818,a
365.48505260604554,368.03645627434685,a
354.2284027521142,340.1515955378784,a
373.4859938414274,331.8926259205266,a
372.85813571744427,403.4124079174411,a
324.13117250098827,330.4841170449594,a
311.71704303598153,330.4041464141306,a
303.43847032177905,351.4654986178318,a
316.2989011443297,350.8563662450869,a
319.18981793688073,325.36391548118735,a
314.4330559609325,289.12654989053067,a
346.31220106334484,348.770044983968,a
388.58584400199493,345.8511667663914,a
324.6050784972106,340.22120870235017,a
295.4186940173374,319.23144801134504,a
319.7910615853084,319.58240399573344,a
359.5634625458297,347.1779381943598,a
314.0002923711285,331.8627192502853,a
297.68766276442807,319.921452208843,a
325.4628480907553,348.92333825075036,a
338.89995734507175,391.64939690603165,a
282.66533164924437,322.5837200536556,a
370.77194440941463,338.3115231887754,a
367.3329217702155,359.4627487207632,a
312.790025214084,371.5491467657088,a
361.15704489020686,326.37826211575407,a
365.25510424004415,283.37174276530925,a
327.04796346341413,314.8087546697524,a
290.0382502384003,312.3305058022146,a
312.67491050581606,309.4164644244734,a
290.0547719911292,334.10241474462384,a
308.7288652463193,298.43098959048405,a
360.1446853164076,336.17169532810783,a
435.7864655950231,335.2258823491318,a
399.8477253317008,361.45211114493446,a
448.9214459655183,327.2553231828207,a
433.00617262044517,319.1658814389897,a
390.92863781165437,390.4632234138908,a
356.9226362982482,336.7708585232968,a
352.9956593646581,315.08783451697593,a
322.3997305141343,320.3518641339494,a
356.21215275999396,339.42496108944295,a
377.5575637576491,307.9844567182556,a
389.7640815789542,373.5959013214193,a
355.13445232832817,342.2037006014924,a
389.70795758948293,338.0792900297396,a
425.2147015517824,315.0489205214287,a
382.817905912932,345.05691814660435,a
364.2790270489537,317.91501726074557,a
388.9993580510702,344.243008564398,a
282.62208971535483,307.88521107592703,a
280.64448614600417,286.9429894855866,a
277.67924004703445,260.2846115934545,a
266.3913620108755,236.39556108525892,a
321.3226998732323,278.7241835988694,a
328.15168968528826,253.97571148519444,a
370.9969927776847,321.04536515179365,a
364.5057999640304,345.3985780549991,a
362.28358969798444,316.1881083244807,a
338.3223233729029,289.81790843953956,a
378.96845196076634,337.49329641457865,a
273.6328689719548,317.56299265670395,a
313.0057608390222,292.77457837465056,a
337.32054588303197,340.2755541100744,a
311.28669921505275,322.9530157391317,a
330.05691102143345,334.57001398526774,a
334.6816248191014,325.2915239026443,a
358.1941809574388,349.5695907010721,a
380.1376284667892,320.2961406729711,a
397.8857391403025,320.42308490861603,a
379.65696659887544,365.0268625004937,a
385.5674473644246,353.62814636358274,a
418.08448721648386,353.8816724153549,a
342.04881642638685,404.10358646874874,a
309.15665215892193,286.8700021775728,a
300.8574899045092,314.66952390527143,a
312.685563138975,326.80766598911123,a
314.0873551114083,335.1437566075978,a
329.6793932836803,331.00009597153644,a
146.00434215792416,362.87018072661226,b
104.79345696825942,335.93840212854093,b
161.94885586589848,360.32335303461207,b
105.69604797518227,363.818674237277,b
224.9093638038083,325.84751686731977,b
230.67256137301607,312.50267033672435,b
327.4799375605554,370.6793183441773,b
321.4021787704398,355.4646476636615,b
423.7563589778945,314.33142437807055,b
458.3298306539225,382.6629088740509,b
490.03736136180953,333.1373111035914,b
483.1056145873599,359.94044197513756,b
532.668717951093,346.06327491365266,b
495.86198006478367,420.9552612779014,b
510.51662205900124,342.1275068899726,b
434.80168066085724,297.96916809276365,b
471.53718853226854,373.01850987846365,b
374.16617381432496,297.59152512394434,b
354.9271664996928,302.3012601148995,b
316.78853370213176,298.4590083202395,b
229.87783995440688,329.222790590261,b
162.19926376711717,345.8799163574439,b
135.7281799694421,296.9153702630812,b
142.24616603953444,296.82470225544705,b
76.03229807924879,269.1486313891401,b
112.67173659960666,347.78857446169104,b
86.3580167571258,302.6727587956432,b
162.50607590395762,329.8390385792161,b
184.16437692792974,316.57111747129034,b
375.1232573049898,313.9709229919796,b
370.0752172767761,341.76544220794773,b
514.061994421879,292.88053464026325,b
564.5895046610879,369.4744042154581,b
598.8695734015727,349.9750692432093,b
617.1795402611068,304.4937042281489,b
553.1790317712874,370.46636360378386,b
588.0473355420523,319.87763621134405,b
555.6550386036222,292.9727065328377,b
461.4848517173367,305.8634399063336,b
438.2869994239085,319.25724077720315,b
344.7877448934171,305.12581316831563,b
350.220275782236,334.35949532237316,b
268.29377217848935,294.73096382311775,b
176.56828866223074,326.90332677260733,b
198.36896098055874,306.7200912862618,b
175.64565728649586,350.66048012624157,b
217.23016675610685,347.3628897715312,b
265.04986670517656,301.6309137234292,b
220.51043574403826,334.73186889751474,b
263.28019450088294,323.46941741757894,b
300.6118150821059,284.4110869728159,b
335.7271795276883,295.2815273916898,b
431.8815601164361,351.29767180277196,b
414.0180274595629,329.8307190548842,b
435.24010548476423,325.390102509183,b
379.55739773397914,320.3508330928167,b
328.3932928335972,377.9109604866776,b
289.61245757487586,344.6695764039425,b
212.97439090302086,303.6835031904694,b
242.74767252169255,347.7424456079862,b
226.04131427907802,328.2537837680636,b
220.0048037663242,343.8353606988642,b
268.4967406267415,335.0307121328152,b
282.768801083616,382.1039716291466,b
397.27492431300664,324.1916358993148,b
403.1876142799943,332.5769902665376,b
424.9041202359754,393.6630448326441,b
453.0200164837005,361.07248632178744,b
407.57241310047397,338.0124440348391,b
344.8420230276597,329.83867403897113,b
296.071754632656,344.53008396467004,b
220.64859631023594,358.08419200242076,b
230.13416808478073,333.3933927994975,b
203.07256273457787,331.12054763608563,b
215.8518752498674,342.42554721776196,b
266.38254334726753,314.80728233516203,b
244.38421388835064,339.5900359028258,b
371.2608719894274,327.65952403185105,b
406.7796708600331,346.4398459923185,b
482.67385723495295,336.7034367290628,b
519.1442247482357,363.14322927272667,b
525.4240834626827,323.28503988889196,b
514.5171862247838,312.38511969324315,b
438.18892528126884,307.7097993056092,b
328.95533917544094,363.5069589243656,b
330.86261554852797,340.56640317172514,b
210.899227769315,350.5388035455403,b
171.5088591298407,332.0050470657766,b
185.26533596732406,360.6206691722318,b
188.20009880576723,307.27526014392936,b
158.04636259627438,365.67198494707856,b
161.34592608243253,357.95954394440696,b
294.8114061509491,286.03311008991056,b
303.1606278961694,351.28571623075516,b
391.5095730048635,336.69970375587496,b
390.0345728879581,433.51014374658695,b
417.4756634592266,398.09195924841424,b
410.7797273769916,382.88136088912626,b
339.34020965400816,350.2894118881961,b
321.5129750077769,359.8930454734864,b
182.3559702940105,327.6861554526849,b
201.4606830749634,255.76218570129268,b
105.71428336588102,336.7781268988598,b
116.28405416857089,346.6066399090438,b
179.58436675279725,358.24392341331657,b
166.11467120539862,288.46197057785923,b
201.19427830795757,319.2550880703342,b
314.18993267726654,380.7584405449081,b
401.93192903156057,336.6423436801566,b
512.1377130162199,347.1010985531046,b
507.53705269538494,335.05223786482907,b
481.55417427915927,284.8059640429083,b
482.6348258600578,330.3400029481191,b
395.7808085107989,299.33253708048323,b
378.07998355348593,341.8812322560224,b
359.08919094881816,296.15181592309364,b
309.0531359017615,312.66145926624785,b
298.9347700357607,319.45259120211585,b
267.71734345149605,310.44002133839024,b
323.38835178617705,335.08922376015175,b
262.88294859404516,343.03389464425015,b
231.01253758855643,336.7611445789561,b
281.3272413433225,333.7251324574359,b
383.4522008447162,371.1071991731883,b
419.5022952127295,363.1361419291862,b
501.36687486494367,318.0895551931884,b
507.61480541977977,334.08870841277155,b
471.4858346590655,315.0857316282995,b
457.88809834229033,369.9629461391094,b
351.70420892483156,339.35980638075165,b
286.4368724692639,321.9232077174353,b
262.015577691639,330.41980213462864,b
264.13828701655865,315.64707391914396,b
257.77887626930647,363.2090050816318,b
225.65656613164956,287.7300887255068,b
270.23444693863104,316.95806180517513,b
341.0286838406401,317.6950280055679,b
482.9350842233988,364.07929790214655,b
537.1297763265527,371.48533524268123,b
494.262663614462,347.9815571808937,b
530.6446750739034,301.7335056312819,b
537.7322970707594,357.0746375015333,b
489.5164245699378,327.69440692150533,b
431.27950720028434,304.26335578107614,b
342.62214917421693,392.39634392894,b
319.4803175235855,338.2630083863004,b
273.74554993986635,310.8874345654064,b
292.04513583933874,339.4450076708286,b
261.9751924182234,351.31293249708096,b
289.3278982231285,339.38589874646027,b
325.8463335818448,260.08952427025895,b
325.4329762415105,304.8668224067218,b
385.05479623685505,360.31637263511425,b
457.92547724125836,306.3522305487064,b
394.8000598630364,323.86699607482115,b
453.59708606011185,369.6227137926588,b
411.04652087098304,371.7235710816291,b
342.7036952228267,326.87446053166735,b
259.1821202677549,372.545654938527,b
161.68491703786208,324.36646433760274,b
105.8504957444272,340.70002712170594,b
65.50916810708983,319.793205210681,b
86.72388841775377,344.15808458892496,b
146.72450238755715,349.4321985598268,b
234.3921174259495,376.6140279488453,b
284.2464727539647,319.00419277854894,b
338.27270197156395,357.4053175714115,b
460.6099014301743,318.6880433636534,b
431.4595249337674,372.98663206722114,b
411.19343808413805,347.50596131467626,b
426.0725361662758,289.6005063853595,b
409.1841804511965,322.71662050725513,b
389.90494226462033,331.47793158447803,b
292.49430554455165,349.6066637184665,b
216.81051912843796,318.54293680472904,b
270.8257803179684,313.6893029206292,b
322.1433787740184,309.14817675532527,b
276.0878592416217,297.0924640903937,b
290.6540087938053,384.94794097797313,b
289.7987182729021,304.65300620547384,b
